,title,description,sub_category,skills,num_skills
5198,Operations Management: Process Mapping and Supply Chain,Learn critical techniques in process mapping to enhance supply chain management and deliver better results for customers.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5199,Operations Management: Resource and Workflow Layout,Develop your operational management skills as you discover the best practices for resource and workflow management.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5200,Organisational Behaviour and Leadership Skills,Develop your leadership skills and understand the drivers of motivation and behaviour to boost employee performance.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5202,Exploring Sustainable Production Systems,"Discover the importance of sustainable production systems for our natural environment, global economy, and local communities.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5204,Search Marketing: Mapping the User Journey,Discover how to use organic and paid search effectively to drive objectives throughout the user journey.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5205,Search Marketing: Measuring Search Marketing,Explore analytics to improve the ROI of your search engine optimisation and pay per click campaigns.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5206,Search Marketing: Paid Search Marketing – Pay Per Click (PPC),Learn how to use pay per click (PPC) to improve paid search traffic and drive business objectives.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5207,Search Marketing: Search Engine Optimisation (SEO),"Learn how to improve organic search rankings, increase website traffic and drive business objectives through SEO.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5210,Accounting Transactions: Further Considerations,Take your accounting knowledge further as you understand different transactions and how these appear in the financial statements.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5212,Controls within an Accounting System,"Learn how to use accounting controls to ensure financial statements are accurate, valid, and reliable. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5214,Other Accounting Functions: Payroll and Banking,Learn how the banking system works and instil trust in employees as you develop payroll skills to correctly pay staff on time.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5216,Human Resources: Hiring and Managing Talent in the 21st Century,Build and retain a diverse workforce in your organisation with tools and techniques to effectively manage and develop employees.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5217,Social Media Marketing: Managing Social Media,"Learn tools, techniques, and processes to effectively plan and manage your social media accounts. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5218,Social Media Marketing: Organic and Paid Social Media,Learn the best practices for using both organic and paid social media to help drive engagement and meet your objectives.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5219,Social Media Marketing: Social Media Channels,Choose the right social media channels and learn how to plan and implement them effectively with this practical course.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5220,Social Media Marketing: The User Journey,Learn how to use social media effectively throughout the user journey to reach your audience and drive engagement and objectives.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5222,Gender and Labour in the Global South,Delve into the Global South's labour market to understand gender issues and impacts on sustainable development. ,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5223,HR Fundamentals,"Get an introduction to the practice of Human Resources, and develop the skills you need to become an HR professional. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5237,Investigating Innovation,What is innovation and why is being innovative important in your personal and professional life? Find out with this online course.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5238,Planning for Autonomous Vehicles: A People-Centred Approach,"Learn how autonomous vehicles can improve urban mobility, and how good town planning can ensure they do just that.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5239,Professional Resilience: Building Skills to Thrive at Work,Learn how to deal with stress at work and in your personal life through building resilience skills.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5244,Introduction to Business Management,"Discover how to manage people, money and information, and gain confidence and insight into your own management style.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5245,Introduction to Health Economics,Learn the fundamental concepts of health economics and their use in health care decision making.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5248,Business Opportunities in Additive Manufacturing,Discover how business is enhanced and created with additive manufacturing and find out how it works in a real-life situation.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5249,Social Entrepreneurship in Educational Technology: Concept Development and Prototyping,Learn how to successfully enter the EdTech industry and develop your ideas alongside entrepreneurial experts.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5250,Social Entrepreneurship in Educational Technology: Developing a Business Plan,Explore funding opportunities for startups and how to pitch your educational technology ideas to potential investors.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5251,Social Entrepreneurship in Educational Technology: Ideation and Market Research,"Learn the important precursors of launching your EdTech idea, including ideation strategies and market research methods.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5255,Creative Communication Beyond VR and AR,Discover how to use extended reality to enhance your digital marketing and tell brand-related stories through VR and AR.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5260,Creating and Measuring Success in eCommerce,Learn how to develop clear and effective strategies to run your eCommerce business and measure success.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5261,Grow and Scale Your eCommerce Business,"Discover how to grow your eCommerce store using the best marketing techniques to acquire, convert, engage, and retain customers.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5262,How to Get Started in eCommerce,Discover the basics of eCommerce and develop frameworks to boost your chances of success when selling online.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5263,"Research and Prepare: Understand eCommerce Customers, Products, and Propositions","Explore how to research your target shopper, understand how they discover products on the digital shelf, and capture reviews.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5264,An Introduction to Innovation in Healthcare,"Explore the need for innovation in healthcare, the development, adoption and spread of an innovation, and blockers to adoption.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5274,Leadership Training: Human Leadership,Strengthen your foundations of emotionally intelligent leadership and learn how to become an authentic and inclusive role model.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5287,University and Your Future: Career Planning and Making the Most of Your Degree,Identify your strengths and learn how to use your time at university to explore career options and prepare for future job roles.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5294,Introduction to Agile Project Management,Explore the components of an agile project management framework and how you can implement Agile tools to improve your processes.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5295,Drafting and Negotiating Commercial Contracts: A guide to contract law for non-lawyers ,How to effectively draft and negotiate commercial contracts.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5304,Digital Fashion Media,361 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5307,Ethics and Diversity in Fashion,Explore the increasing demand for ethical fashion and discover how brands are responding to these evolving consumer desires.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5313,Sustainable Luxury Fashion,Can luxury fashion brands be sustainable? Find out how the rising demand for sustainability is causing big changes in fashion.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5314,The Business of Beauty: Introduction to the Beauty Industry,Want to go behind the scenes of the beauty industry? Discover how marketing strategies and global trends influence beauty brands.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5330,Pathways to Property: Starting Your Career in Real Estate,"27,749 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5331,Project Management: Beyond the Basics,Build your existing project management knowledge and develop the skills to manage teams and deliver effective projects.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5333,Empresas Exponenciales: Guía Para Comenzar,El 90% de las startups fracasan. Construir empresas de éxito sí es posible si estás bien preparado.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5340,Plan for Project Success: Project Planning and Management,Familiarise yourself with project planning and management – from project planning tools to project success criteria. ,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5342,Digital Product Management,"Build product management skills as you learn how to plan, develop and manage a successful and user-focused digital product.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5348,Building Your Career in Tomorrow’s Workplace,Learn about the many factors shaping tomorrow’s working world and create a brighter future by planning your career direction.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5349,Capital: crear un plan para conseguir inversionistas,Definir una estrategia de levantamiento de capital.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5350,Crecimiento: nunca es temprano para hacer crecer tu negocio,"Convertir la experiencia de usuario en data medible, visualizable, y “accionable”.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5351,Educational Leadership: Working for Good,Explore educational leadership and develop leadership skills through critical thinking with this online course for school leaders.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5352,"Ejecución: experimentos, recursos y puesta en marcha",El arte de la experimentación; cómo usar los recursos y estructurar tu equipo.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5354,Introduction to Studying Business,"Prepare for an undergraduate business degree, with support in academic English skills such as critical reading and note taking.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5359,Producto: valida y entrega tu propuesta de valor,"Cómo conceptualizar, validar e iterar tu producto o servicio.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5360,Visión: la estrategia para alcanzar tu propósito,Definir y validar una oportunidad de negocio y las bases para su crecimiento exponencial,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5361,How to Fundraise: A Guide to Fundraising for Non-Fundraisers,Get a practical guide to fundraising and learn tips on everything from preparing your fundraising story to processing donations.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5362,Awareness and Confidence for Effective Leadership,382 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5363,Build Trust and Grow your Self-Confidence,"_x000D_
Use the Savoir-Relier method to build your self-confidence and learn techniques to foster positive interpersonal relationships.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5364,Building Effective Professional Networks and Relationships,"Explore the key elements of effective relationships and networks, both personally and professionally. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5367,Collective Resilience: From Group to Team,"Build the knowledge, tools, mindset, and skills to lead trusting, resilient, and collaborative teams.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5371,Design your Purpose as a Leader,Discover how identifying a sense of purpose helps to achieve a healthier work-life balance for all.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5382,Managing Innovation: Learning to Prototype for Business,"Understand how to pitch innovative ideas using prototypes, and develop your skills by creating your own prototype. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5383,Research Impact: Making a Difference,Help your work to benefit society and the economy. Learn what research impact is and how to create it.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5386,"Work Ready Skills: Job Searches, Writing a CV and Interviewing","Get the job of your dreams and start on the right foot, by implementing our work-ready skills",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5387,Advertising and Creative Marketing with Advertising Week,"_x000D_
Launch a successful advertising campaign as you learn how to choose the right ad channels to effectively target your customers.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5394,Innovación Social: Soluciones Globales para un Mundo Sostenible,Descubre el poder de la innovación social y cómo puedes cambiar el mundo. ,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5396,Radio and Podcast Marketing with Advertising Week,Analyse successful audio marketing strategies and learn how to create memorable podcast and radio ads that hit marketing goals.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5398,Workplace Wellbeing: Stress and Productivity at Work,"Explore the link between work productivity and stress, and learn how improving workplace wellbeing can boost work performance.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5399,Artificial Intelligence (AI) in Hospitality: Challenges and Business Opportunities,Explore how AI has the potential to revolutionise the international hospitality industry and the challenges of digitalisation.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5402,How to Open a Restaurant,"_x000D_
Get expert training in everything you need to know to become a top restaurateur, from marketing to menu design, and more.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5403,How to Plan a Wedding,Gain all the skills you need to organise a wedding from beginning to end and take out the stress of wedding planning.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5404,Mastering Wine Tasting,"Cultivate an analytic mindset while wine tasting, delve into the heritage of wine, and develop a rich vocabulary to describe wines",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5406,"Nutrition: Healthy Cooking, Healthy Living","Discover what a healthy diet looks like, how the digestive system works, and professional recipes designed for healthy living.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5408,Epargner et Investir,Êtes-vous certain de comprendre le fonctionnement du système financier?,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5416,Understanding Public Financial Management: How Is Your Money Spent?,How do governments acquire and spend public money? Take a fresh look at public financial management with this free online course.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5421,Workplace Training: Delivery and Assessment Methods,"Learn how to deliver engaging training both online and in the classroom, and discover different assessment methods.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5422,Workplace Training: Introduction to the Training Cycle,547 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5423,Workplace Training: Planning and Designing Training Solutions,359 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5424,Workplace Training: Training Evaluation and Measuring Effectiveness,Discover how to conduct training evaluation and create KPIs to monitor the success of your training courses and department. ,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5432,The Future of Human Resource Management (HRM),"Discover the possibilities of the future of people management, from HRM technology and innovation to job design. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5434,Distribution Network: Sustainable and Green Logistics,"Enhance your understanding of the concept of sustainability, its drivers and the barriers to sustainable logistics.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5435,International Logistics: A Beginner’s Guide to Logistics Management,397 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5436,Inventory Management and Economic Order Quantity,Explore the key principles of inventory management and discover savings and efficiencies through better inventory management.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5437,Lean Logistics: Decision Making in Supply Chain Management,Evaluate factors that impact decision-making in distribution networks and develop your knowledge of lean logistics.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5438,Multimodal Transport: Sourcing and Procurement in Logistics,"Explore different transportation modes, their characteristics, and sourcing and procurement.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5455,Marketing Strategy with Advertising Week,"From Tesla to Mastercard, analyse how marketing strategy has defined the success of some of the world’s biggest brands.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5457,Quantum Marketing with Raja Rajamannar,Chief marketing officer Raja Rajamannar on his personal view on what marketers need to know to be successful tomorrow.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5473,Systems Thinking for Sustainability: Analyzing and Transitioning Complex Systems,"Explore complex systems analysis structures, through which you can design strategic interventions to drive sustainable change. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5498,International Culture and Tourism Management: Cultural Heritage and Tourism Management,"2,831 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5503,Organisations and Project Management: P3M and Knowledge Management,332 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5504,Project Management: Agile Manifesto Principles,379 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5505,Project Management: How to be a Successful Project Manager,884 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5507,Research Methods in Tourism Studies,993 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5510,Tourism Policy and Planning,"1,944 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5511,Unlocking the Risk Matrix: Project Risk and the Change Management Process,397 enrolled on this course,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5516,"Strategic Marketing: Segmentation, Targeting, Positioning","Learn about the concepts of segmentation, targeting, and positioning, and discover why they’re crucial to any marketing strategy.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5518,Workplace Essentials: Health and Safety,Discover the principles of health and safety in the workplace with this informative two week course.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5520,Leading and Managing People-Centred Change,Learn how to bring people with you as you lead or manage organisational change and navigate challenges to keep them on-board.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5522,Introducing Personal Lines Insurance,"Explain the importance of personal lines insurance, how it works and the market in which it is sold.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5523,Become a Better Presenter: Improve Your Public Speaking Skills,Learn how to improve your presentation skills and add personality into your presentation style on this three-week course.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5526,How to Get A Graduate Job,Make your graduate job search easier and land the graduate job you want with help from the UK's leading graduate coaching company.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5527,Innovative Leadership: Developing Curiosity,"Discover the vital importance of intellectual curiosity for business, alongside workplace performance expert Dr. Diane Hamilton.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5528,Online Recruitment and Onboarding: Providing Continuity for Business and Candidates,Learn how to transition your recruitment and onboarding processes online with this course for business and HR professionals.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5530,Salary Negotiation for Women in the Workplace,Build the professional negotiation skills you need to secure the salary increase – and self-belief – you deserve at work.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5535,Introduction to Innovation and Technology in Legal Services,"_x000D_
Develop your understanding of how technological innovation is transforming the way lawyers work.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5538,Lever des Fonds pour ma Startup,Tout ce que vous devez savoir pour réussir une levée de fonds.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5541,Mergers and Acquisitions: Accounting Principles,Understand how to apply accounting and tax principles with this final course in a program about mergers and acquisitions.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5542,Why We Post: the Anthropology of Social Media,"Discover the varying uses of social media around the world and its consequences for politics, relationships and everyday life.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5543,Introduction to the Travel & Tourism Industry: Passport to the World,Explore how the global travel and tourism industry works and start your career in the world’s fastest-growing industry.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5544,Mergers and Acquisitions: Concepts and Theories,Get an introduction to mergers and acquisitions with this first course in a program from the New York Institute of Finance.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5545,Social Innovation in Rural Areas,Explore applications of social innovation in rural areas and discover best practices for managing social innovation projects.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5546,Introduction to Humanitarian Logistics,Understand the fundamentals of humanitarian logistics and discover supply chain management in a humanitarian context.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5548,Mergers and Acquisitions: Advanced Theory,"Explore mergers and acquisitions in greater depth, examining accounting and projections.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5550,"Project Management Principles, Practices and Systems","Grow your project management skills, and understand project management methodologies and challenges. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5551,Mergers and Acquisitions: Structuring the Deal,"Learn how to structure mergers and acquisitions and discover the documents, tax, and legal structures needed to execute a deal.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5553,Mergers and Acquisitions: Free Cash Flow Modeling,Learn how to evaluate a company’s financial performance to determine acquisition opportunities.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5555,Physical Theatre: Exploring the Slap,"Learn about Meyerhold’s form of physical theatre, biomechanics, and understand and perform ‘The Slap’.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5557,A Beginner’s Guide to Film Genres,Explore what genre means in film and how it shapes both the narrative and the audience’s response to the story on screen.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5563,The Life and Afterlife of Mary Queen of Scots,"Explore the 16th century life of Mary Queen of Scots, and her place in cultural history in the centuries that followed.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5564,English Electronic Music: Delve into the Digital Archives,"Explore the history of English electronic music, while mastering techniques and approaches in digital music archiving.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5565,String Music Appreciation,"Explore the history, construction and techniques of different string instruments, and analyse the famous Butterfly Lovers Concerto",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5566,The History and Culture of Chinese Silk,"Delve into the origins and development of Chinese silk to understand its history, cultural heritage, and place in modern China.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5569,How to Read a Film,Delve into the devices used to create meaning in film as you gain a deeper understanding of what we see on screen.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5571,Fashion Technology: An Advanced Guide to CLO 3D,"Develop advanced skills in virtual fashion design using CLO 3D to design, produce, and present your virtual garments.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5572,Fashion Values: Cultures,"Use storytelling to contribute to equitable, inclusive and diverse cultures in and through fashion. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5575,Connecting Across the Culture and Heritage Sector in Aotearoa New Zealand,Learn how to connect and collaborate in the cultural sector and expand your networks using a host of digital media tools.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5576,Medicine and the Arts: Humanising Healthcare,"Explore the field of medical humanities - the intersection of the arts, humanities and healthcare - with this free online course.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5582,Grow Your Instagram Following,"Learn how to build your social media following, use collaborations, and work with influencers to enhance your audience reach.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5583,How to Teach Writing Using Hybrid Learning Technology with Stylefit,Engage writing students in self-directed and collaborative learning using Stylefit’s online interactive feedback tool.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5588,Upcycling and the Circular Economy: Ghanaian Creative Solutions to Global Textile Waste,Explore the environmental impact of fast fashion in Ghana and discover localised solutions to a global issue.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5589,A Beginner’s Guide to Creating a VR Experience,Develop your basic programming skills with HTML and JavaScript and learn to create virtual reality content for web browsers.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5594,Fashion Technology: A Beginner’s Guide to CLO 3D,"Develop an in-depth knowledge of digital fashion technology and virtual prototyping using 3D imaging program, CLO 3D.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5616,A Reporter’s Toolkit for the Digital Age,Learn essential skills and useful tools to help you become a reporter in a social media and digital era.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5625,Introduction to Journalism and Reporting,Explore what makes good journalism as you learn about its origins and where news reporting stands today.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5642,Anarchy in the UK: A History of Punk from 1976-78,"Explore the history of punk and the role played by youth subcultures in contemporary history, while making your own punk fanzine.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5701,Music Moves: Why Does Music Make You Move?,Learn about the psychology of music and movement and how researchers study music-related body motion in this free online course.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5703,Introduction to Acting,Be ready for any audition and develop your overall creativity as you learn more about the art of acting.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5715,Women in Arts: From 1900 until today,Discover the women creators who shaped modern and contemporary art and those who continue to make huge impacts today.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
